transaction_id,customer_id,transaction_amount,payment_method,failure_type,customer_segment,previous_failures,customer_lifetime_value,days_since_last_purchase,retry_count,account_age_days,website_visits_last_30_days,cart_additions_last_30_days,recovery_probability,recovered,recovered_revenue,recovery_method,severity_score
TXN102267,CUST12490,357.58,debit_card,gateway_error,premium,1,10949.5,317,3,354,1,1,0.735,1,357.58,smart_retry,72
TXN102268,CUST19202,4597.98,wallet,network_error,regular,3,9805.53,144,1,262,1,0,0.57,0,0.0,smart_retry,69
TXN102269,CUST12402,675.03,net_banking,card_declined,new,0,1335.41,70,3,998,1,1,0.33,0,0.0,customer_outreach,62
TXN102270,CUST17813,2725.54,debit_card,card_declined,regular,2,9660.52,186,3,1227,2,0,0.26,0,0.0,human_escalation,72
TXN102271,CUST19370,1478.46,debit_card,gateway_error,new,1,31991.72,252,4,734,2,0,0.565,0,0.0,smart_retry,71
TXN102272,CUST15566,754.98,credit_card,expired_card,premium,2,62364.53,70,4,644,4,2,0.58,0,0.0,alternative_payment,81
TXN102273,CUST16449,660.51,debit_card,card_declined,at_risk,0,5795.85,343,1,1999,8,1,0.375,1,660.51,alternative_payment,54
TXN102274,CUST15254,2285.16,upi,network_error,new,0,11836.22,43,2,1264,1,1,0.69,0,0.0,smart_retry,58
TXN102275,CUST18105,671.11,credit_card,authentication_failed,new,0,7743.98,214,1,777,0,3,0.515,1,671.11,customer_outreach,54
TXN102276,CUST14140,1497.43,debit_card,authentication_failed,regular,1,2543.36,267,0,1032,3,1,0.485,1,1497.43,customer_outreach,55
TXN102277,CUST15219,551.29,debit_card,card_declined,regular,2,5244.04,359,2,568,2,2,0.35,0,0.0,customer_outreach,68
TXN102278,CUST17093,519.7,upi,card_declined,regular,2,12101.31,337,3,1380,3,2,0.325,1,519.7,smart_retry,72
TXN102279,CUST15454,545.05,wallet,card_declined,premium,2,23160.62,320,0,1534,5,1,0.6,0,0.0,customer_outreach,65
TXN102280,CUST19398,613.7,credit_card,expired_card,regular,1,36237.75,241,3,825,2,1,0.45,0,0.0,alternative_payment,67
TXN102281,CUST10589,2131.39,upi,network_error,regular,2,3223.27,188,4,1778,1,0,0.485,1,2131.39,smart_retry,76
TXN102282,CUST16955,511.8,net_banking,network_error,regular,1,7214.82,178,2,1161,7,1,0.715,1,511.8,smart_retry,63
TXN102283,CUST13160,634.62,net_banking,expired_card,regular,3,6287.45,231,0,1679,4,1,0.53,1,634.62,alternative_payment,65
TXN102284,CUST15220,2382.16,wallet,card_declined,premium,3,7352.08,66,0,527,3,2,0.56,0,0.0,customer_outreach,70
TXN102285,CUST11219,2186.1,debit_card,expired_card,premium,2,9518.38,293,1,1625,2,1,0.645,1,2186.1,alternative_payment,69
TXN102286,CUST11431,624.91,credit_card,card_declined,new,0,16289.94,175,4,174,2,0,0.32,1,624.91,smart_retry,66
TXN102287,CUST19547,1625.52,net_banking,network_error,new,0,7138.56,341,0,1284,2,6,0.86,1,1625.52,smart_retry,50
TXN102288,CUST11998,3066.03,credit_card,network_error,premium,3,2959.88,42,1,217,7,1,0.835,1,3066.03,smart_retry,74
TXN102289,CUST11500,325.65,credit_card,gateway_error,new,1,7912.13,120,1,132,6,0,0.745,0,0.0,smart_retry,59
TXN102290,CUST11301,2347.5,net_banking,expired_card,regular,1,3030.99,99,3,1704,4,0,0.455,1,2347.5,alternative_payment,67
TXN102291,CUST13232,1156.66,net_banking,authentication_failed,new,0,17309.12,241,2,1528,1,1,0.44,1,1156.66,customer_outreach,58
TXN102292,CUST19696,1393.5,credit_card,gateway_error,regular,1,3694.37,4,0,390,4,0,0.725,1,1393.5,smart_retry,55
TXN102293,CUST13239,2115.59,upi,insufficient_funds,new,0,13281.78,295,1,1463,3,1,0.46,0,0.0,payment_plan,54
TXN102294,CUST11241,1565.58,debit_card,insufficient_funds,new,3,7596.99,117,1,838,3,0,0.33,0,0.0,customer_outreach,69
TXN102295,CUST19855,347.49,net_banking,authentication_failed,regular,2,3483.84,112,3,543,2,2,0.34,0,0.0,customer_outreach,72
TXN102296,CUST15648,221.81,debit_card,authentication_failed,premium,1,11283.39,350,2,606,4,2,0.595,1,221.81,customer_outreach,68
TXN102297,CUST12642,445.36,credit_card,card_declined,premium,1,25815.22,177,0,1299,3,1,0.605,0,0.0,customer_outreach,60
TXN102298,CUST17046,726.73,credit_card,network_error,new,2,17238.15,229,0,1554,1,1,0.7,0,0.0,smart_retry,60
TXN102299,CUST11445,1891.77,upi,authentication_failed,new,2,3186.34,186,4,1418,2,0,0.28,0,0.0,customer_outreach,76
TXN102300,CUST11079,796.17,wallet,expired_card,new,2,19575.26,164,3,763,3,1,0.46,0,0.0,alternative_payment,72
TXN102301,CUST17871,598.46,upi,gateway_error,regular,1,10155.54,251,2,1148,4,2,0.695,1,598.46,smart_retry,63
TXN102302,CUST13117,1900.61,debit_card,authentication_failed,regular,1,38455.27,354,2,869,1,1,0.375,0,0.0,customer_outreach,63
TXN102303,CUST17617,2426.47,net_banking,expired_card,at_risk,0,14496.91,207,3,1809,6,1,0.395,0,0.0,alternative_payment,62
TXN102304,CUST17608,2102.89,net_banking,insufficient_funds,premium,1,3521.98,198,3,1974,5,0,0.47,0,0.0,payment_plan,72
TXN102305,CUST12284,2158.71,upi,gateway_error,at_risk,3,30750.24,324,1,848,4,2,0.515,0,0.0,smart_retry,69
TXN102306,CUST15991,1034.99,credit_card,gateway_error,new,0,5185.84,339,1,339,4,1,0.775,1,1034.99,smart_retry,54
TXN102307,CUST19714,613.3,debit_card,insufficient_funds,premium,5,10720.84,201,3,336,5,0,0.33,0,0.0,customer_outreach,92
TXN102308,CUST15526,250.6,debit_card,card_declined,regular,0,2663.44,82,2,1729,2,3,0.445,0,0.0,alternative_payment,58
TXN102309,CUST14549,868.24,debit_card,insufficient_funds,regular,0,2043.09,256,3,921,3,1,0.35,1,868.24,payment_plan,62
TXN102310,CUST17984,1703.68,credit_card,expired_card,at_risk,0,10016.66,35,2,1475,3,1,0.39,0,0.0,alternative_payment,58
TXN102311,CUST17810,654.68,wallet,expired_card,premium,1,10444.25,266,3,1675,5,2,0.67,1,654.68,alternative_payment,72
TXN102312,CUST13545,3660.59,net_banking,gateway_error,premium,0,2377.01,158,1,723,3,2,0.905,1,3660.59,smart_retry,59
TXN102313,CUST15089,1039.72,wallet,gateway_error,regular,0,3639.44,307,1,1114,1,0,0.675,1,1039.72,smart_retry,54
TXN102314,CUST14618,617.44,upi,network_error,regular,0,11502.25,353,1,786,1,0,0.675,1,617.44,smart_retry,54
TXN102315,CUST19262,1415.6,net_banking,card_declined,premium,1,10891.5,190,3,534,4,0,0.475,0,0.0,customer_outreach,72
TXN102316,CUST13431,1482.01,upi,network_error,regular,1,10861.6,161,3,1641,5,0,0.62,1,1482.01,smart_retry,67
TXN102317,CUST14596,476.68,wallet,expired_card,regular,1,8505.24,170,1,1877,7,1,0.605,0,0.0,alternative_payment,59
TXN102318,CUST12082,1165.76,upi,network_error,regular,2,12764.74,118,4,1278,7,4,0.675,1,1165.76,smart_retry,76
TXN102319,CUST13883,2108.05,debit_card,gateway_error,regular,2,2704.28,10,2,1076,4,1,0.635,1,2108.05,smart_retry,68
TXN102320,CUST11566,509.53,net_banking,insufficient_funds,regular,1,4964.7,42,4,1035,3,2,0.3,1,509.53,customer_outreach,71
TXN102321,CUST19872,1881.82,upi,card_declined,regular,0,12504.36,99,2,1487,5,1,0.44,0,0.0,smart_retry,58
TXN102322,CUST15960,942.5,credit_card,gateway_error,regular,3,4226.61,325,0,700,4,2,0.705,1,942.5,smart_retry,65
TXN102323,CUST15835,548.15,wallet,gateway_error,regular,2,3374.86,140,2,1022,5,0,0.625,0,0.0,smart_retry,68
TXN102324,CUST15147,823.89,wallet,authentication_failed,regular,0,4809.55,331,1,1991,4,2,0.52,0,0.0,customer_outreach,54
TXN102325,CUST19790,4899.35,wallet,card_declined,regular,1,9367.69,32,1,1102,3,1,0.415,1,4899.35,alternative_payment,59
TXN102326,CUST14627,1190.69,debit_card,gateway_error,regular,1,4452.86,6,2,564,8,1,0.73,1,1190.69,smart_retry,63
TXN102327,CUST13346,1856.66,debit_card,expired_card,premium,0,2437.04,334,3,191,5,0,0.655,1,1856.66,alternative_payment,67
TXN102328,CUST16039,1001.26,net_banking,insufficient_funds,regular,1,12704.53,196,4,351,2,2,0.285,0,0.0,customer_outreach,71
TXN102329,CUST15146,1365.87,credit_card,expired_card,regular,2,4829.25,102,4,958,7,1,0.45,0,0.0,alternative_payment,76
TXN102330,CUST14665,1120.74,debit_card,authentication_failed,premium,2,2595.34,9,0,137,4,2,0.64,0,0.0,customer_outreach,65
TXN102331,CUST15349,1279.47,wallet,gateway_error,regular,2,14057.76,162,3,1156,7,2,0.665,1,1279.47,smart_retry,72
TXN102332,CUST10417,1468.15,net_banking,network_error,regular,0,4743.35,92,2,1285,5,1,0.72,1,1468.15,smart_retry,58
TXN102333,CUST10565,1233.99,upi,expired_card,regular,0,3493.8,292,0,1838,3,0,0.595,1,1233.99,alternative_payment,50
TXN102334,CUST18383,618.27,credit_card,network_error,new,2,6002.08,68,3,160,9,0,0.675,0,0.0,smart_retry,72
TXN102335,CUST11112,2740.53,debit_card,insufficient_funds,premium,2,11683.34,84,1,218,1,2,0.505,0,0.0,customer_outreach,69
TXN102336,CUST15850,1386.5,upi,card_declined,regular,2,15607.04,36,3,850,2,1,0.285,0,0.0,human_escalation,72
TXN102337,CUST18931,1023.16,credit_card,authentication_failed,regular,2,10209.1,203,1,1152,4,0,0.4,1,1023.16,customer_outreach,64
TXN102338,CUST11465,1511.75,debit_card,gateway_error,regular,2,14545.69,134,1,520,8,1,0.735,1,1511.75,smart_retry,64
TXN102339,CUST10925,1934.18,wallet,card_declined,premium,1,5707.04,358,1,1010,3,2,0.59,0,0.0,customer_outreach,64
TXN102340,CUST10694,824.31,credit_card,insufficient_funds,new,1,3158.61,79,1,1055,4,0,0.415,0,0.0,customer_outreach,59
TXN102341,CUST15291,2045.94,net_banking,network_error,regular,1,3459.54,10,4,1597,4,0,0.565,1,2045.94,smart_retry,71
TXN102342,CUST14745,1401.24,net_banking,card_declined,regular,2,12227.13,357,3,1156,2,1,0.285,0,0.0,human_escalation,72
TXN102343,CUST11113,667.37,credit_card,insufficient_funds,regular,1,2724.95,107,1,1223,2,0,0.355,0,0.0,customer_outreach,59
TXN102344,CUST10117,629.68,upi,network_error,premium,1,27423.53,189,4,1870,4,1,0.74,1,629.68,smart_retry,76
TXN102345,CUST12689,686.85,net_banking,insufficient_funds,regular,1,11174.4,4,4,606,5,2,0.33,1,686.85,customer_outreach,71
TXN102346,CUST19113,826.84,upi,authentication_failed,regular,0,4394.16,104,4,554,7,1,0.42,0,0.0,customer_outreach,66
TXN102347,CUST15480,1897.04,debit_card,expired_card,new,2,9574.91,202,0,1362,3,0,0.555,1,1897.04,alternative_payment,60
TXN102348,CUST14675,671.77,net_banking,card_declined,regular,0,3817.83,334,4,1606,5,1,0.36,0,0.0,customer_outreach,66
TXN102349,CUST13352,2187.45,debit_card,card_declined,premium,2,4837.16,55,1,439,8,1,0.605,0,0.0,customer_outreach,69
TXN102350,CUST19342,846.71,upi,network_error,regular,5,3019.75,304,2,769,1,2,0.51,1,846.71,smart_retry,83
TXN102351,CUST17598,2249.46,credit_card,network_error,regular,2,5300.57,291,2,474,3,0,0.595,1,2249.46,smart_retry,68
TXN102352,CUST18373,3975.72,credit_card,expired_card,premium,0,18174.18,93,2,452,3,1,0.69,1,3975.72,alternative_payment,63
TXN102353,CUST18185,598.36,net_banking,network_error,regular,1,6476.62,201,4,1573,5,2,0.63,1,598.36,smart_retry,71
TXN102354,CUST12707,943.07,net_banking,gateway_error,regular,1,2096.6,147,1,189,4,1,0.71,1,943.07,smart_retry,59
TXN102355,CUST11757,1544.11,credit_card,card_declined,regular,0,7809.45,6,2,1934,6,3,0.505,0,0.0,smart_retry,58
TXN102356,CUST14971,481.88,net_banking,gateway_error,new,2,17718.63,82,0,139,5,0,0.735,1,481.88,smart_retry,60
TXN102357,CUST16030,1185.78,debit_card,network_error,regular,0,7840.92,217,2,185,1,1,0.66,1,1185.78,smart_retry,58
TXN102358,CUST14587,506.7,net_banking,network_error,premium,1,2989.2,18,0,648,7,2,0.95,1,506.7,smart_retry,60
TXN102359,CUST12323,1311.95,upi,gateway_error,at_risk,0,24135.55,105,0,1912,3,0,0.595,1,1311.95,smart_retry,50
TXN102360,CUST10497,1248.29,net_banking,insufficient_funds,premium,0,8472.93,45,1,962,4,1,0.595,1,1248.29,customer_outreach,59
TXN102361,CUST14424,2181.76,credit_card,network_error,regular,3,5084.88,33,1,471,4,2,0.665,0,0.0,smart_retry,69
TXN102362,CUST11067,1385.48,net_banking,network_error,regular,1,15977.37,20,3,915,1,1,0.585,1,1385.48,smart_retry,67
TXN102363,CUST17630,835.66,net_banking,insufficient_funds,at_risk,0,1123.67,296,0,1374,1,1,0.25,0,0.0,payment_plan,50
TXN102364,CUST14601,877.18,upi,network_error,regular,1,5888.03,137,0,1404,3,0,0.71,0,0.0,smart_retry,55
TXN102365,CUST14455,1580.27,debit_card,insufficient_funds,regular,1,13829.94,1,0,1818,2,1,0.42,1,1580.27,customer_outreach,55
TXN102366,CUST19157,1477.36,net_banking,insufficient_funds,new,5,6603.57,25,2,775,4,1,0.26,0,0.0,payment_plan,83
TXN102367,CUST19798,1726.48,upi,gateway_error,new,0,5443.65,279,1,794,4,1,0.775,1,1726.48,smart_retry,54
TXN102368,CUST16082,1529.19,wallet,authentication_failed,premium,3,8647.26,328,2,863,6,1,0.53,1,1529.19,customer_outreach,78
TXN102369,CUST12850,453.26,wallet,gateway_error,regular,0,30345.9,178,2,332,4,2,0.73,0,0.0,smart_retry,58
TXN102370,CUST18102,3552.28,wallet,gateway_error,regular,3,9347.56,222,0,1263,4,1,0.68,1,3552.28,smart_retry,65
TXN102371,CUST14148,766.83,debit_card,expired_card,at_risk,1,15910.06,331,3,953,2,0,0.275,0,0.0,alternative_payment,67
TXN102372,CUST18834,1869.34,debit_card,card_declined,regular,2,4069.57,321,1,1256,5,2,0.435,0,0.0,customer_outreach,64
TXN102373,CUST18850,720.44,debit_card,authentication_failed,premium,1,8487.81,106,3,197,1,1,0.485,1,720.44,customer_outreach,72
TXN102374,CUST16864,663.0,credit_card,authentication_failed,regular,2,5569.45,267,0,1208,8,1,0.525,1,663.0,customer_outreach,60
TXN102375,CUST10066,576.6,upi,authentication_failed,regular,0,3616.95,85,1,1430,4,0,0.47,1,576.6,customer_outreach,54
TXN102376,CUST15486,1325.72,net_banking,card_declined,regular,1,7749.48,192,4,1948,2,1,0.28,0,0.0,human_escalation,71
TXN102377,CUST16471,759.38,wallet,network_error,new,1,14359.67,113,4,749,4,3,0.67,0,0.0,smart_retry,71
TXN102378,CUST16684,498.13,credit_card,insufficient_funds,regular,1,1329.53,233,1,1738,4,2,0.395,1,498.13,payment_plan,59
TXN102379,CUST10009,846.15,wallet,card_declined,regular,1,8793.14,37,2,525,6,0,0.395,1,846.15,customer_outreach,63
TXN102380,CUST14962,801.85,debit_card,authentication_failed,regular,1,4220.78,98,0,63,4,1,0.5,1,801.85,customer_outreach,55
TXN102381,CUST10509,2067.61,upi,card_declined,regular,2,7411.79,349,0,167,5,2,0.475,0,0.0,customer_outreach,60
TXN102382,CUST17415,1714.68,credit_card,gateway_error,at_risk,0,3857.12,339,3,51,0,0,0.43,0,0.0,smart_retry,62
TXN102383,CUST19790,1022.69,upi,expired_card,regular,4,7245.99,107,2,907,6,0,0.42,0,0.0,alternative_payment,78
TXN102384,CUST19661,586.93,net_banking,network_error,regular,1,4588.79,22,3,94,13,0,0.695,0,0.0,smart_retry,67
TXN102385,CUST18191,1536.37,upi,expired_card,premium,1,2655.59,359,3,1793,3,0,0.59,0,0.0,alternative_payment,72
TXN102386,CUST16287,1590.68,wallet,card_declined,regular,2,13076.56,301,4,1833,6,0,0.28,0,0.0,human_escalation,76
TXN102387,CUST15751,729.11,net_banking,card_declined,regular,0,13019.43,250,0,1002,4,0,0.48,1,729.11,customer_outreach,50
TXN102388,CUST18908,542.14,credit_card,card_declined,regular,2,4781.39,324,0,961,4,2,0.46,0,0.0,customer_outreach,60
TXN102389,CUST15527,1765.21,debit_card,authentication_failed,at_risk,2,8318.83,18,2,664,4,0,0.21,0,0.0,customer_outreach,68
TXN102390,CUST19054,1162.46,net_banking,insufficient_funds,regular,1,15698.95,49,0,1430,5,2,0.49,1,1162.46,payment_plan,55
TXN102391,CUST19722,1022.99,credit_card,authentication_failed,regular,2,22607.97,258,1,978,0,0,0.34,0,0.0,customer_outreach,64
TXN102392,CUST14501,864.35,wallet,gateway_error,new,2,28285.16,275,0,548,6,2,0.8,1,864.35,smart_retry,60
TXN102393,CUST19595,2049.21,credit_card,network_error,regular,1,2468.77,90,3,630,2,1,0.6,1,2049.21,smart_retry,67
TXN102394,CUST12666,3607.44,credit_card,expired_card,regular,1,6222.28,219,0,1436,4,2,0.625,1,3607.44,alternative_payment,55
TXN102395,CUST12536,939.35,credit_card,insufficient_funds,regular,1,2672.84,128,0,823,6,1,0.48,1,939.35,payment_plan,55
TXN102396,CUST16172,1258.73,credit_card,expired_card,regular,2,7988.13,175,4,1761,5,0,0.395,0,0.0,alternative_payment,76
TXN102397,CUST18083,738.52,debit_card,network_error,regular,2,17116.85,359,0,237,5,2,0.755,1,738.52,smart_retry,60
TXN102398,CUST12694,1606.63,debit_card,insufficient_funds,new,2,16259.63,310,4,78,8,0,0.32,1,1606.63,customer_outreach,76
TXN102399,CUST18128,1081.98,upi,network_error,regular,2,24421.49,363,4,1868,3,0,0.515,1,1081.98,smart_retry,76
TXN102400,CUST16034,2176.33,wallet,card_declined,regular,1,11444.91,18,2,923,3,3,0.425,0,0.0,alternative_payment,63
TXN102401,CUST16918,529.55,credit_card,card_declined,premium,1,10066.29,341,2,1002,6,1,0.57,0,0.0,customer_outreach,68
TXN102402,CUST16575,2004.14,wallet,insufficient_funds,at_risk,1,8905.27,71,0,79,3,2,0.31,0,0.0,payment_plan,55
TXN102403,CUST11415,860.87,wallet,insufficient_funds,regular,0,2505.35,229,4,794,1,1,0.28,0,0.0,customer_outreach,66
TXN102404,CUST17829,562.25,credit_card,network_error,regular,1,4830.24,212,0,1176,3,4,0.81,1,562.25,smart_retry,55
TXN102405,CUST10651,636.45,debit_card,insufficient_funds,premium,1,4228.51,69,3,52,1,0,0.41,1,636.45,customer_outreach,72
TXN102406,CUST10982,1105.57,wallet,card_declined,premium,1,10661.43,341,2,1229,4,3,0.59,0,0.0,customer_outreach,68
TXN102407,CUST18692,543.71,credit_card,expired_card,new,0,2273.33,71,2,1915,5,4,0.675,0,0.0,alternative_payment,58
TXN102408,CUST13992,3658.48,net_banking,insufficient_funds,regular,2,38953.79,244,3,1010,4,2,0.32,0,0.0,payment_plan,72
TXN102409,CUST11622,853.5,debit_card,gateway_error,regular,2,2570.46,322,4,1788,2,1,0.525,1,853.5,smart_retry,76
TXN102410,CUST11161,1085.61,debit_card,network_error,premium,3,33207.19,262,1,1793,4,0,0.765,1,1085.61,smart_retry,74
TXN102411,CUST11114,812.13,net_banking,authentication_failed,at_risk,1,1497.65,38,4,367,6,1,0.18,0,0.0,customer_outreach,71
TXN102412,CUST14047,990.74,net_banking,network_error,regular,0,13283.58,116,2,862,3,1,0.69,1,990.74,smart_retry,58
TXN102413,CUST10977,524.25,net_banking,card_declined,new,2,9027.54,203,0,424,3,1,0.45,0,0.0,alternative_payment,60
TXN102414,CUST16122,1102.7,net_banking,gateway_error,regular,0,23686.42,116,1,1011,7,0,0.765,1,1102.7,smart_retry,54
TXN102415,CUST18348,966.8,net_banking,network_error,new,1,12404.2,326,1,524,5,1,0.755,1,966.8,smart_retry,59
TXN102416,CUST19813,2008.46,wallet,expired_card,regular,0,20252.59,39,3,1258,3,1,0.5,1,2008.46,alternative_payment,62
TXN102417,CUST10506,1105.24,net_banking,card_declined,regular,4,13794.28,361,1,1612,6,0,0.33,1,1105.24,alternative_payment,74
TXN102418,CUST10654,1572.78,upi,expired_card,regular,0,2179.78,238,2,651,3,1,0.54,0,0.0,alternative_payment,58
TXN102419,CUST18770,4088.33,wallet,expired_card,at_risk,0,1101.74,241,4,1028,3,0,0.245,0,0.0,alternative_payment,66
TXN102420,CUST16325,513.71,wallet,network_error,regular,1,20179.31,350,4,1257,5,1,0.605,0,0.0,smart_retry,71
TXN102421,CUST19404,1067.35,debit_card,gateway_error,regular,2,28820.32,355,3,731,5,2,0.635,1,1067.35,smart_retry,72
TXN102422,CUST18728,1802.7,wallet,authentication_failed,regular,1,10865.52,129,2,1943,5,2,0.46,1,1802.7,customer_outreach,63
TXN102423,CUST14444,1446.48,upi,authentication_failed,regular,2,3879.75,161,2,1887,2,0,0.33,1,1446.48,customer_outreach,68
TXN102424,CUST13922,3149.09,wallet,insufficient_funds,regular,3,14143.05,157,1,1721,7,0,0.36,0,0.0,customer_outreach,69
TXN102425,CUST18481,575.85,net_banking,expired_card,regular,1,4026.17,218,1,1603,5,0,0.55,1,575.85,alternative_payment,59
TXN102426,CUST12281,216.39,upi,insufficient_funds,regular,1,8169.46,186,4,1162,4,3,0.34,0,0.0,customer_outreach,71
TXN102427,CUST13349,1103.82,net_banking,authentication_failed,regular,0,8022.14,61,2,1337,2,1,0.425,0,0.0,customer_outreach,58
TXN102428,CUST14047,1470.02,debit_card,authentication_failed,new,1,3999.61,173,1,1847,6,0,0.495,0,0.0,customer_outreach,59
TXN102429,CUST18142,795.77,upi,insufficient_funds,regular,2,3692.6,139,4,970,10,2,0.37,0,0.0,customer_outreach,76
TXN102430,CUST12397,449.22,upi,authentication_failed,premium,1,13736.61,64,3,1695,2,0,0.475,0,0.0,customer_outreach,72
TXN102431,CUST19022,593.05,net_banking,card_declined,premium,1,10508.47,131,3,961,2,4,0.545,0,0.0,customer_outreach,72
TXN102432,CUST19021,1274.24,wallet,expired_card,regular,1,9214.17,216,1,574,5,2,0.6,1,1274.24,alternative_payment,59
TXN102433,CUST10835,1137.9,net_banking,network_error,at_risk,0,9258.24,305,0,1005,2,1,0.605,1,1137.9,smart_retry,50
TXN102434,CUST17162,1482.74,net_banking,expired_card,premium,0,7141.82,93,0,770,4,1,0.785,0,0.0,alternative_payment,55
TXN102435,CUST10892,3861.62,credit_card,card_declined,regular,2,2352.42,281,4,579,5,1,0.29,0,0.0,human_escalation,76
TXN102436,CUST12087,1470.94,credit_card,network_error,regular,3,8365.57,105,0,1855,2,2,0.675,1,1470.94,smart_retry,65
TXN102437,CUST19282,372.37,credit_card,card_declined,premium,2,4983.67,320,2,612,5,0,0.495,1,372.37,customer_outreach,73
TXN102438,CUST17041,1988.14,debit_card,insufficient_funds,regular,3,7775.65,310,4,1569,6,1,0.25,1,1988.14,customer_outreach,81
TXN102439,CUST19054,344.17,upi,insufficient_funds,regular,3,8586.27,284,4,678,3,0,0.18,1,344.17,payment_plan,81
TXN102440,CUST12815,1534.05,net_banking,insufficient_funds,regular,0,7567.96,9,1,216,7,2,0.515,0,0.0,customer_outreach,54
TXN102441,CUST17966,1336.69,credit_card,card_declined,regular,0,4430.75,209,1,525,3,0,0.425,0,0.0,customer_outreach,54
TXN102442,CUST19987,2149.37,debit_card,insufficient_funds,at_risk,0,41852.9,144,0,36,5,1,0.35,1,2149.37,payment_plan,50
TXN102443,CUST15054,566.32,net_banking,authentication_failed,new,0,26373.29,198,3,467,5,1,0.46,0,0.0,customer_outreach,62
TXN102444,CUST13804,773.37,credit_card,card_declined,regular,3,25075.73,228,3,337,1,2,0.26,1,773.37,human_escalation,77
TXN102445,CUST16299,1449.65,wallet,gateway_error,premium,0,10866.8,140,1,1835,8,0,0.93,1,1449.65,smart_retry,59
TXN102446,CUST18053,416.61,net_banking,authentication_failed,regular,1,7969.8,11,3,1069,2,0,0.325,0,0.0,customer_outreach,67
TXN102447,CUST16355,581.74,net_banking,authentication_failed,regular,2,5576.35,74,0,1260,3,2,0.475,1,581.74,customer_outreach,60
TXN102448,CUST16187,858.53,debit_card,gateway_error,regular,0,7317.32,161,2,859,3,1,0.69,0,0.0,smart_retry,58
TXN102449,CUST14491,1504.37,debit_card,network_error,regular,1,3624.27,119,3,1259,1,0,0.56,1,1504.37,smart_retry,67
TXN102450,CUST17695,646.84,credit_card,network_error,at_risk,1,33793.5,125,0,956,3,0,0.56,0,0.0,smart_retry,55
TXN102451,CUST10358,2226.22,net_banking,authentication_failed,regular,2,20918.4,196,0,1035,2,1,0.435,0,0.0,customer_outreach,60
TXN102452,CUST17148,1517.9,net_banking,gateway_error,premium,2,5723.28,131,2,498,7,0,0.805,0,0.0,smart_retry,73
TXN102453,CUST14409,440.85,upi,expired_card,regular,4,5928.27,87,1,1778,1,0,0.385,0,0.0,alternative_payment,74
TXN102454,CUST19592,661.7,wallet,authentication_failed,regular,3,6248.23,101,0,811,4,2,0.455,0,0.0,customer_outreach,65
TXN102455,CUST15973,2572.81,credit_card,insufficient_funds,premium,0,14754.01,82,0,1290,1,0,0.565,1,2572.81,payment_plan,55
TXN102456,CUST14102,1225.26,credit_card,authentication_failed,at_risk,1,7101.71,232,1,630,2,2,0.305,0,0.0,customer_outreach,59
TXN102457,CUST12320,706.09,net_banking,expired_card,new,0,18193.87,96,1,868,4,0,0.6,0,0.0,alternative_payment,54
TXN102458,CUST15105,749.62,debit_card,authentication_failed,premium,0,3677.53,48,4,136,7,1,0.57,1,749.62,customer_outreach,71
TXN102459,CUST19381,632.89,debit_card,expired_card,regular,2,14787.49,217,1,513,5,0,0.515,0,0.0,alternative_payment,64
TXN102460,CUST10281,890.5,debit_card,authentication_failed,new,0,10784.04,35,0,581,3,0,0.525,0,0.0,customer_outreach,50
TXN102461,CUST12928,1473.93,wallet,card_declined,new,1,11917.74,284,2,1511,7,3,0.515,1,1473.93,smart_retry,63
TXN102462,CUST12502,1092.86,wallet,insufficient_funds,regular,0,10940.04,5,2,1781,5,1,0.42,1,1092.86,payment_plan,58
TXN102463,CUST14461,762.86,wallet,card_declined,regular,2,2661.75,30,3,306,2,0,0.26,0,0.0,human_escalation,72
TXN102464,CUST12736,1303.48,credit_card,gateway_error,regular,2,38585.37,68,1,1794,4,1,0.675,1,1303.48,smart_retry,64
TXN102465,CUST19977,413.72,upi,authentication_failed,new,0,7968.22,237,1,961,3,2,0.535,1,413.72,customer_outreach,54
TXN102466,CUST12869,1095.49,credit_card,network_error,regular,2,3269.18,328,4,1575,4,1,0.555,1,1095.49,smart_retry,76
TXN102467,CUST10692,671.86,credit_card,gateway_error,premium,0,28074.68,148,3,1113,8,2,0.9,1,671.86,smart_retry,67
TXN102468,CUST18027,773.47,net_banking,authentication_failed,regular,1,3562.68,207,4,985,7,1,0.385,1,773.47,customer_outreach,71
TXN102469,CUST18514,618.56,upi,authentication_failed,regular,2,4403.6,208,2,1102,3,1,0.37,0,0.0,customer_outreach,68
TXN102470,CUST16679,1012.87,debit_card,authentication_failed,new,0,11208.63,65,0,453,6,1,0.595,0,0.0,customer_outreach,50
TXN102471,CUST11202,840.94,wallet,expired_card,new,1,7956.71,60,4,1881,5,3,0.535,1,840.94,alternative_payment,71
TXN102472,CUST16756,814.89,net_banking,gateway_error,regular,1,3653.21,13,2,1027,3,1,0.655,1,814.89,smart_retry,63
TXN102473,CUST13255,475.18,credit_card,insufficient_funds,regular,2,5890.72,327,1,951,6,0,0.38,1,475.18,payment_plan,64
TXN102474,CUST14947,1646.15,net_banking,insufficient_funds,premium,1,1267.09,117,3,547,3,0,0.4,1,1646.15,customer_outreach,72
TXN102475,CUST16541,1794.92,net_banking,network_error,regular,1,2984.81,105,3,297,7,2,0.7,1,1794.92,smart_retry,67
